street_name,latitude,longitude
PUNGGOL PL,1.39423719717117,103.913047323223
SENGKANG WEST AVE,1.3913688093851,103.876156956828
TAMPINES CTRL 7,1.35892339007701,103.940498383792
GHIM MOH LINK,1.30859676574975,103.784545203331
SIMEI LANE,1.3437195631364,103.958424286264
YISHUN ST 41,1.41903123253349,103.846189979282
TELOK BLANGAH ST 31,1.2721945790948,103.806236407449
JLN KAYU,1.39803557905748,103.872583314298
LOR 1A TOA PAYOH,1.33669264885385,103.844796096205
PUNGGOL WALK,1.41120674013031,103.915526951508
SENGKANG WEST WAY,1.39527159096969,103.880343031203
BUANGKOK GREEN,1.38159451793256,103.885209972539
PUNGGOL WAY,1.40592709928122,103.897013157327
YISHUN ST 31,1.43208985750645,103.846198333971
TECK WHYE CRES,1.3829737713941,103.75349019415
MONTREAL LINK,1.45056197040152,103.821965305618
UPP SERANGOON CRES,1.37811995342948,103.90229625161
SUMANG LINK,1.41036447196316,103.901019640351
SENGKANG EAST AVE,1.38621835441264,103.893038290302
YISHUN AVE 1,1.42036586749656,103.848068608027
ANCHORVALE CRES,1.39837686069905,103.887278025209
ANCHORVALE ST,1.39602238832875,103.891834051543
TAMPINES CTRL 8,1.35673316454402,103.940165250463
YISHUN ST 51,1.41812574615209,103.845416491236
UPP SERANGOON VIEW,1.37743337773735,103.903713550367
TAMPINES AVE 1,1.34529287146324,103.93422869419
BEDOK RESERVOIR CRES,1.33654252433262,103.922134311843
ANG MO KIO ST 61,1.38123639232963,103.841002336021
DAWSON RD,1.29386475464004,103.810092969298
FERNVALE ST,1.39858781966473,103.874632339147
HOUGANG ST 32,1.3637671441634,103.895314741866
TAMPINES ST 86,1.35021013028761,103.927274573665
SUMANG WALK,1.40509726671603,103.895362277221
CHOA CHU KANG AVE 7,1.37415475885734,103.746797138324
KEAT HONG CL,1.37451449967133,103.742731114305
JURONG WEST CTRL 3,1.33932334709211,103.705457018433
KEAT HONG LINK,1.37573320763015,103.748420030711
ALJUNIED AVE 2,1.32064636781982,103.88702414
CANBERRA CRES,1.4456745290189,103.831508132401
SUMANG LANE,1.40133718290132,103.89496316724
CANBERRA ST,1.45139998591606,103.830859953414
ANG MO KIO ST 44,1.36363517582629,103.85801093879
WOODLANDS RISE,1.44612881154559,103.804589469079
CANBERRA WALK,1.44747059180371,103.829031004211
